X1;Y1;Z1;X2;Y2;Z2;X3;Y3;Z3;X4;Y4;Z4;X5;Y5;Z5;X6;Y6;Z6;X7;Y7;Z7;X8;Y8;Z8;X9;Y9;Z9;X10;Y10;Z10;X11;Y11;Z11;X12;Y12;Z12;X13;Y13;Z13;X14;Y14;Z14;X15;Y15;Z15;X16;Y16;Z16;X17;Y17;Z17;X18;Y18;Z18;X19;Y19;Z19;X20;Y20;Z20;Position
-4,077;5,714;-6,806;1,489;4,48;2,066;-4,237;0,962;9,677;-1,239;-2,796;5,687;0,97;-5;-0,462;3,443;-5,913;2,938;-6,492;-7,708;-9,667;4,12;9,568;8,54;-0,313;-5,75;7,057;-4,355;2,494;8,896;-3,526;7,345;-4,318;-3,324;9,962;-7,975;5,863;9,19;-8,517;-2,546;-9,65;6,345;1,881;-6,61;7,778;4,525;9,3;8,749;7,084;0,909;1,873;-3,204;5,189;3,43;8,582;8,87;-5,09;-3,83;-8,995;-6,81;1
-8,784;-5,021;-7,397;4,291;-0,309;1,528;-2,624;4,926;-6,818;6,422;-7,252;-2,744;-6,216;-5,7;-7,489;1,892;-9,65;8,847;-0,821;-6,176;-8,826;-4,377;9,137;-5,716;-5,34;7,428;8,367;-4,152;6,321;-2,889;1,886;-3,564;-3,389;-4,201;3,964;8,684;-7,871;-8,044;-1,424;-9,967;-4,32;5,069;-7,114;8,583;-2,126;3,757;4,256;1,121;8,197;-8,019;1,054;-5,452;0,925;-5,553;1,005;-4,658;5,842;7,689;5,987;-9,102;3
4,702;1,292;-9,064;-5;0,145;-7,288;-5,289;-6,589;6,916;-2,58;5,489;2,094;0,443;2,801;3,8;6,846;-8,359;4,862;-4,421;-3,363;4,671;-0,118;-5,545;-6,453;1,342;0,025;3,779;0,728;-8,904;-5,509;-2,514;-5,241;-2,689;-4,626;3,249;-5,034;8,65;8,277;-7,976;7,941;-6,738;9,92;-0,704;4,357;9,453;9,188;-1,429;2,282;9,668;-7,589;8,86;-8,42;9,989;6,09;-7,32;-2,89;-2,972;4,477;-5,753;-6,716;5
1,762;1,491;-5,535;4,416;6,97;7,248;-9,003;9,299;-8,359;-5,114;2,49;3,556;-9,038;2,982;-5,082;-9,713;-0,793;5,435;-8,785;7,588;0,937;-6,49;8,284;5,43;-8,855;-8,993;-0,493;0,883;-5,643;5,269;5,619;4,951;3,683;6,929;5,24;-5,731;0,53;6,144;-6,873;-3,288;-0,389;-0,129;8,728;9,171;7,986;1,807;3,407;5,954;-8,257;-3,169;-1,902;-2,061;-4,592;9,328;0,5;5,173;3,317;-8,24;8,58;-5,392;3
9,093;2,218;7,636;-1,067;9,322;4,885;4,439;-2,231;6,058;-2,475;-8,629;-5,972;1,329;4,02;8,853;-3,915;-5,93;6,556;-7,352;-4,487;6,94;4,149;3,493;-5,75;-3,245;-8,981;-1,237;9,509;4,069;0,027;-6,255;-8,37;-5,332;-6,918;4,195;-9,77;9,051;-3,976;-2,89;-8,107;6,398;-4,933;6,362;-2,345;0,371;8,228;-8,534;-6,458;4,76;5,943;2,209;6,884;-6,001;3,955;-0,154;-7,151;2,651;3,971;-0,717;3,605;1
7,31;-8,931;-7,204;-2,597;9,167;-1,147;-4,285;5,603;7,618;-7,278;0,262;5,501;-5,327;-8,76;6,133;-7,407;-5,363;7,736;2,899;-3,879;2,035;-5,511;-9,312;5,072;-1,444;4,005;6,882;-9,071;4,787;7,398;-1,179;5,508;9,854;5,116;2,61;9,035;-0,556;5,14;-7,587;4,247;-1,313;1,992;-8,034;-9,975;-4,275;4,883;-9,246;4,954;1,654;2,079;0,491;0,601;-3,891;6,339;9,212;6,062;8,71;2,948;9,151;-9,099;1
-8,893;0,049;-4,215;-0,976;3,186;1,472;3,04;1,863;-8,641;3,705;0,604;-8,375;7,175;8,212;-2,22;8,844;-7,284;1,077;8,946;6,899;4,13;6,439;-0,587;-9,162;-1,072;0,788;-5,18;4,199;-5,744;9,697;4,343;-0,168;-7,827;3,671;-6,174;0,917;8,736;6,038;6,658;-3,844;7,014;-8,603;-5,006;-8,836;-6,437;1,068;-8,654;8,267;9,077;-1,566;9,343;7,704;-7,319;4,407;7,496;8,556;-7,979;-7,316;5,914;2,932;4
6,22;-4,899;8,363;-5,113;-3,142;7,323;9,464;-1,143;7,718;3,665;-2,671;-2,679;-4,38;0,852;-6,398;2,84;-1,877;0,767;-8,094;1,26;-9,544;1,556;-5,069;4,722;-5,378;-8,823;-6,095;-0,851;-6,473;4,745;0,447;-0,924;-5,073;7,196;8,442;-0,618;9,575;-7,089;2,484;-3,718;1,24;7,302;3,53;2,023;0,583;6,66;-8,587;9,037;1,287;0,42;0,271;-9,712;0,745;3,255;-1,445;-7,576;-8,802;-4,58;5,93;1,268;3
-0,35;-5,754;-3,785;8,39;-7,729;-4,969;-4,385;-8,975;-2,586;6,016;4,66;8,183;5,687;6,652;7,585;-1,392;-9,806;-1,304;6,543;7,864;3,78;7,003;-7,547;-9,021;7,348;-1,347;-0,063;-9,282;8,724;8,97;-7,263;5,462;-2,253;-3,747;6,522;7,527;9,483;-1,771;-1,653;-3,516;-7,427;-1,07;4,522;-9,987;-8,628;-8,497;5,957;-3,09;-4,599;-1,24;3,043;-3,618;-8,012;-5,599;9,609;5,21;-8,708;-7,616;9,036;-6,272;3
9,932;-2,178;0,629;0,219;7,213;-3,658;-3,143;8,926;-5,572;-9,464;8,269;-9,412;-9,67;9,119;4,549;7,72;-0,068;-1,479;1,569;0,7;8,518;-6,629;-5,57;3,683;-4,901;-9,927;6,515;7,628;-6,236;0,279;1,167;-4,138;1,974;5,999;-3,49;-4,54;6,433;-3,209;1,676;2,37;9,171;-8,406;-0,585;-4,466;4,896;0,074;-9,176;8,851;-3,86;3,933;-8,209;-2,768;4,041;-2,351;2,556;-0,722;6,996;-5,938;-4,66;2,411;4
9,351;3,966;7,797;-9,533;8,655;6,171;-9,152;1,33;8,93;7,681;-6,654;3,618;5,801;-9,57;-4,761;7,769;-6,362;-7,734;1,505;-2,049;2,283;-9,256;-3,48;5,88;-3,131;6,016;-8,884;-6,259;-6,283;7,25;-6,795;-0,713;-3,64;-3,132;1,699;-0,525;-0,455;-7,853;-4,538;7,616;-9,012;8,511;9,188;4,877;3,111;9,303;8,205;4,232;-7,868;3,837;8,219;7,303;0,298;-2,54;6,176;4,228;3,608;2,177;-2,787;8,338;2
-3,922;-1,194;-7,995;-2,951;-3,396;-2,001;-2,664;2,384;-3,656;-7,066;-9,389;-1,092;-1,085;5,037;9,574;0,071;8,779;-7,752;-0,868;-9,996;8,095;-9,948;-9,537;-1,29;-1,308;9,795;-8,232;8,852;-2,127;-4,898;8,179;7,945;1,946;-4,441;-9,723;9,947;-7,971;0,028;5,252;-1,15;-3,087;9,968;5,975;-5,792;4,596;-4,982;7,478;-6,978;7,578;-6,239;-5,779;2,761;-3,231;4,445;8,711;-3,837;5,736;-2,924;-5,866;9,947;1
1,004;4,075;8,401;-7,619;-3,414;8,118;1,698;-5,097;7,237;2,042;5,701;9,105;-9,967;2,072;-0,956;-0,731;-1,341;-8,141;2,27;-7,063;4,625;-3,654;-3,206;-4,957;2,646;9,013;-7,48;-6,961;-0,997;-0,074;-8,64;-1,889;1,216;8,209;7,069;4,609;-2,101;-5,977;-9,024;5,897;-6,762;-7,579;3,273;-6,109;6,251;7,244;3,328;-0,008;-2,243;-1,301;3,543;-2,088;0,744;3,424;-8,681;7,774;9,751;-1,228;4,133;-4,473;3
-6,967;5,443;-8,929;6,32;-4,637;-3,757;-1,066;3,931;0,679;0,838;-3,864;-0,846;7,169;-8,961;-0,009;4,332;2,532;-4,834;8,005;8,672;3,699;-4,733;-8,836;0,682;5,729;-1,506;-9,1;7,047;-5,505;-6,639;-6,629;-8,19;-0,346;3,134;-9,66;5,42;-8,229;1,108;9,601;9,585;6,758;-6,388;8,08;4,635;-8,408;-6,746;3,297;-5,571;-7,342;9,26;-5,16;-0,896;-7,821;-6,273;-4,511;-7,234;-6,346;-7,274;-0,164;-1,188;3
-1,991;-0,591;9,337;-3,045;-1,353;-3,181;-8,027;-8,218;6,67;4,843;4,688;-7,173;-0,124;-0,676;-8,526;3,372;-5,742;4,694;-1,353;-1,437;2,263;-8,806;6,035;0,252;7,749;0,088;7,414;-9,175;-8,217;5,866;-6,467;9,114;-4,527;6,904;3,972;2,078;6,645;1,739;-5,035;-6,178;8,235;4,801;-3,724;-2,087;-7,18;3,123;6,99;-3,158;-4,064;-4,312;3,977;-5,962;-7,632;-2,284;-2,896;1,739;-5,762;6,1;-0,532;0,184;1
-8,483;5,724;3,618;-6,942;-1,027;5,721;-5,312;1,428;5,602;-1,149;1,664;5,72;-2,031;-0,768;0,3;3,001;2,739;-5,619;-9,51;-1,019;-4,578;-4,17;7,802;3,455;5,992;-4,825;9,246;3,298;-5,104;0,674;-3,784;9,385;6,179;9,933;-4,094;3,046;-4,977;-1,423;-7,378;3,869;6,141;-5,011;-2,993;6,915;7,131;7,754;-5,982;5,028;-9,742;8,424;2,186;8,988;2,95;4,437;-7,265;-9,819;3,271;5,122;2,894;-7,451;2
-3,154;5,824;-6,195;6,788;-8,007;1,04;-3,432;-3,658;-7,539;4,1;-7,86;6,944;3,642;-0,096;0,988;-7,38;-8,332;-7,747;7,411;-1,865;1,874;-8,846;9,006;-7,587;-7,629;-0,283;-6,105;-4,034;9,553;-5,314;0,726;-9,623;5,815;-6,096;7,748;4,806;6,428;-9,142;-2,561;2,764;-7,644;-8,31;-1,917;-7,107;-7,059;-8,261;-8,21;-4,009;-3,978;-9,267;-2,601;8,983;0,593;-1,097;1,724;1,89;-7,362;-0,036;-3,701;-2,828;1
2,648;-4,026;5,5;-5,053;-6,954;0,617;-7,673;8,455;7,957;0,549;6,896;-7,773;8,725;7,053;-1,531;7,917;-3,839;1,114;-7,269;2,224;1,886;-1,171;-0,041;-0,084;-1,891;5,013;-6,582;1,444;0,511;1,043;-1,822;-1,365;1,397;5,411;-8,751;5,271;-7,29;4,11;0,604;9,757;-9,43;9,697;4,764;-0,997;-9,552;3,405;-2,26;5,493;-2,848;1,446;3,807;0,813;0,747;0,934;7,496;1,689;0,87;3,373;-5,13;7,312;1
4,678;-1,75;-8,04;6,144;5,302;-4,161;8,466;-9,137;-3,989;6,893;-5,849;-9,596;8,54;-3,582;7,186;-2,448;0,848;-7,177;7,116;-0,296;4,889;0,819;6,108;6,915;9,782;-1,049;6,516;-7,473;8,03;-1,27;-0,287;-8,611;-4,642;3,682;5,456;-7,716;-5,655;-9,644;1,932;-5,735;-3,292;-1,707;-2,476;4,172;-3,858;6,218;-6,348;-4,622;-0,672;7,346;-6,849;-9,722;-3,303;-5,929;-8,6;0,606;-4,989;-3,717;-4,272;-0,98;2
7,478;5,692;2,429;-7,767;7,913;2,12;4,318;-5,356;3,316;-6,284;8,602;4,224;-8,369;5,901;5,086;-6,656;3,459;8,198;5,1;6,071;8,111;-5,772;6,726;5,047;5,853;-5,508;-0,795;8,183;-9,732;-9,94;-5,286;-5,067;-1,942;-7,366;2,777;5,098;-2,794;-1,063;4,34;4,583;4,359;-2,475;-7,538;-3,393;-1,037;-7,757;2,991;-6,611;-4,195;3,908;8,2;9,983;0,314;0,214;-7,409;1,876;-4,26;-2,388;1,469;-7,281;1
-0,698;7,615;3,609;-9,43;-6,529;0,083;9,01;4,892;6,289;1,506;0,239;-9,353;7,737;-5,879;-1,234;-7,293;-5,856;4,503;3,269;-7,664;7,075;2,264;-3,202;-6,697;6,621;4,467;7,914;-7,273;-1,517;-8,132;0,909;-8,331;-7,328;8,119;-6,218;6,935;-3,249;-5,943;-4,234;9,243;7,324;-7,881;-1,508;2,446;3,627;3,543;3,215;6,18;4,103;8,209;-1,436;1,078;8,75;-7,067;5,931;-0,064;-5,105;-2,042;-0,05;-6,737;2
-6,781;3,188;-2,562;3,022;9,213;-9,598;-5,575;0,755;4,319;4,559;-8,152;-7,112;-6,224;0,731;6,49;2,15;2,366;6,002;6,432;-8,756;0,576;-3,414;5,513;-4,378;-2,829;-6,748;-3,892;-6,791;-6,778;-4,085;7,046;0,564;-8,85;9,522;-4,077;0,159;6,108;2,944;4,895;-0,538;6,04;-9,128;1,019;-8,559;8,461;5,479;2,198;-6,886;-9,484;-0,217;-9,134;0,449;9,193;0,335;3,537;-9,258;-3,794;0,408;-5,328;2,078;5
6,877;-6,047;4,312;5,174;-1,178;-3,987;-9,827;-8,719;8,378;-4,122;-5,836;-2,421;-5,844;3,524;9,61;-2,273;8,295;5,553;-1,39;1,44;4,423;-6,352;-3,604;3,469;-7,611;-8,606;-8,904;7,219;-0,882;-6,595;-2,773;5,787;-5,782;5,594;-4,366;0,504;-8,997;9,595;2,909;-2,851;3,272;-9,046;6,963;5,48;-0,305;-4,184;7,218;3,172;4,892;-2,546;-0,064;2,389;3,715;3,818;-1,283;5,252;8,69;-1,478;4,751;-0,657;1
2,696;8,734;8,824;-4,898;-0,262;-1,263;2,761;6,094;8,276;9,533;2,702;-9,936;7,793;1,571;-7,861;6,687;5,549;1,455;-5,003;4,335;-1,351;1,575;-6,918;1,066;-0,066;-3,77;2,692;1,65;1,028;-2,497;-8,925;4,673;5,67;-4,686;-5,066;-2,762;-9,594;0,879;-0,23;-4,869;-1,686;9,961;-4,989;-7,722;-5,79;-0,057;-6,771;6,488;-6,827;3,55;-7,624;-1,122;-9,373;-8,049;-1,899;3,108;9,831;-9,545;-3,629;-1,171;4
-6,649;-3,941;8,398;-6,65;2,836;9,316;-8,293;2,982;2,951;8,963;8,75;1,396;-9,856;0,497;-6,958;-2,482;-0,889;-9,41;1,375;-8,177;-6,184;-1,881;5,77;-0,233;-6,84;2,625;-2,844;1,173;1,05;7,379;-6,901;-8,178;1,601;-2,802;-1,51;2,701;-8,328;-6,579;-7,75;1,025;6,595;-7;8,473;-5,792;7,595;7,563;8,716;-3,691;-5,693;-7,26;-2,808;6,77;-2,928;8,886;1,329;-6,929;8,235;7,652;6,159;4,415;3
2,91;5,43;-4,183;-5,51;8,441;8,657;-7,554;-3,834;4,402;3,728;1,168;2,96;3,181;7,527;-2,561;-0,379;-6,532;5,764;6,018;9,553;2,275;0,206;6,02;4,246;2,698;-0,111;-2,38;0,493;-4,2;-3,49;5,505;2,725;-5,543;-7,063;8,436;-6,292;-5,028;-1,524;-6,909;-0,347;6,712;-3,141;-1,542;-2,81;-2,76;-1,967;4,011;-4,723;-4,343;-8,542;-9,878;9,815;7,252;3,917;-8,807;4,839;-6,899;7,37;7,536;8,799;3
-9,204;-6,631;3,684;-1,661;-9,698;-6,67;-9,239;4,246;-9,073;-6,077;-4,656;8,645;-3,67;3,1;5,69;9,432;8,686;1,614;-7,444;-9,456;2,902;7,207;-2,252;-4,862;1,807;-3,754;-1,997;2,644;-3,538;-9,316;0,946;7,962;3,774;-7,351;-7,182;1,834;-1,976;5,999;1,294;-3,496;1,989;-8,856;-2,009;1,639;-5,772;-2,053;-4,307;-3,034;-4,649;-0,256;9,619;0,085;-1,513;2,828;-5,715;-1,066;-8,888;1,096;9,049;3,085;1
-7,723;-2,858;8,415;4,328;1,115;7,466;4,278;-7,278;-4,497;8,557;6,232;1,103;-5,469;0,372;-8,279;-0,37;-0,743;-7,382;5,376;-2,63;6,818;-8,761;-4,587;-5,979;-5,649;-8,269;-9,707;-9,86;-8,196;-6,961;4,392;9,37;8,592;-0,044;7,46;7,153;7,878;-4,44;6,058;-2,619;-2,912;9,747;9,674;1,856;2,008;-4,021;-2,829;-5,036;5,726;3,247;0,117;3,687;-6,944;-2,758;-2,99;-3,138;-8,524;6,723;-3,973;-1,573;1
-2,957;2,779;6,604;5,207;4,097;0,874;-6,264;9,232;1,889;-7,564;-8,765;1,098;-2,184;6,004;-1,197;9,51;-5,648;-4,393;5,656;9,368;4,749;-9,869;-2,442;-4,545;-2,423;6,332;5,107;-5,094;7,739;0,356;5,113;8,242;-8,174;3,734;6,643;4,491;6,66;-9;-1,054;-8,409;-6,019;0,579;-6,734;-6,173;-4,882;-8,903;-3,996;-2,891;-4,579;7,347;-3,783;-7,866;-8,767;4,966;0,137;0,513;-8,173;-8,326;6,841;2,976;4
2,734;8,956;3,912;-3,326;7,6;3,779;-3,848;1,994;-3,574;-8,784;5,42;-2,238;-1,389;9,751;-9,669;-1,873;3,728;-3,57;-1,644;0,632;4,087;0,073;-5,643;-1,635;-3,518;-7,415;0,331;5,895;-2,515;-9,68;9,924;-4,827;-1,179;-5,885;-0,74;-0,156;-6,223;2,11;-1,353;-2,398;-3,924;5,797;9,369;9,313;-7,158;-8,649;-2,654;0,493;-9,979;-6,534;-2,227;4,993;2,996;-1,879;1,673;6,163;3,185;-3,943;2,426;-5,673;4
1,102;-7,73;-3,117;0,414;-1,156;8,506;-4,205;0,269;5,737;-7,699;-7,306;-8,531;-3,431;-6,183;4,055;5,277;-1,57;-0,202;5,011;-0,77;2,152;-3,555;-7,901;0,549;7,249;-4,391;-5,981;1,034;4,623;8,781;-2,031;-4,39;4,229;1,358;-4,705;-5,862;-7,081;9,129;6,972;-0,95;4,636;-9,641;7,529;-5,316;6,449;-8,19;-5,932;8,466;-5,493;-1,351;3,966;-9,847;8,918;5,797;-6,734;-8,447;4,92;-4,986;1,194;6,637;5
6,056;-7,978;2,881;-4,159;-7,141;-6,05;3,526;-3,599;5,452;4,427;8,752;-2,431;0,861;-6,968;-7,554;-0,992;-8,856;0,521;4,643;5,626;-3,705;-5,677;9,266;3,022;1,183;5,205;-5,888;0,808;-0,265;5,256;-2,338;-9,982;4,617;0,394;-4,309;8,227;-3,385;-7,561;-5,021;-8,86;-6,25;-9,918;-7,056;-4,298;-5,35;-1,606;5,15;5,27;-2,265;8,07;5,166;6,268;2,485;-4,401;1,727;-6,154;8,673;-6,194;-2,821;3,872;3
-6,43;-0,592;-8,566;-8,828;7,891;6,451;-2,714;-6,903;-6,942;1,462;-5,465;9,733;-7,263;-9,679;7,48;9,117;-1,368;4,153;-1,975;-4,11;5,155;2,704;-4,296;-8,776;-9,92;-6,009;6,382;-0,157;-8,932;-0,359;6,374;-7,571;-4,682;-3,926;-7,005;1,579;4,192;5,331;-4,819;4,743;8,726;3,237;6,004;-9,799;-8,566;-3,53;4,02;-8,219;9,403;-9,728;1,494;5,04;-8,898;8,998;6,673;-2,89;3,898;-2,274;5,7;5,278;1
0,398;0,537;-5,105;-9,425;8,163;2,863;-4,738;-7,989;8,232;-0,284;1,014;-2,921;9,894;-9,286;-0,104;-9,495;0,633;-3,306;-3,21;6,951;-7,214;-6,816;2,675;-2,037;2,349;-8,537;7,877;-6,106;6,135;6,081;6,718;7,411;-5,639;9,478;-9,333;9,34;-9,574;-1,361;3,834;-0,573;-0,239;-5,561;4,182;-2,461;-7,308;5,662;3,721;-0,232;-7,206;-3,971;-3,97;-0,828;1,848;-1,088;0,301;-9,619;7,502;9,736;3,566;-3,456;5
0,478;-0,906;-7,357;-3,893;-6,778;2,875;9,104;1,088;-9,845;-6,611;1,211;8,87;-2,956;5,955;-6,509;4,481;5,712;-4,402;-8,795;4,839;3,363;4,002;-3,961;9,345;4,547;8,081;-8,526;8,903;3,759;0,927;4,094;-5,718;5,96;5,768;2,573;-3,707;-1,02;-8,61;-0,587;-5,904;2,176;6,695;8,231;7,246;2,833;5,006;6,657;-2,876;4,91;-9,67;8,386;5,217;7,48;4,913;-5,991;-3,501;-8,849;-7,515;-4,125;-2,283;2
2,984;9,543;-2,16;-3,056;9,822;-2,232;-9,82;-6,806;-1,927;3,856;2,527;-4,444;9,646;5,034;1,23;8,58;5,821;-1,336;-7,137;-3,638;2,251;-2,291;2,939;8,343;0,192;-5,619;-8,436;0,296;7,939;-8,008;8,989;5,162;-4,614;3,205;6,078;0,526;7,79;1,233;7,606;2,301;-1,662;1,209;-6,701;7,681;3,738;-0,742;5,199;-9,16;-8,897;-4,689;-1,249;6,574;-9,155;-4,326;-4,36;-7,791;-6,892;-9,504;-7,682;-3,024;2
-0,262;-9,974;8,851;1,514;4,278;-7,406;8,413;1,193;4,82;-4,698;5,295;-3,662;-7,326;1,712;9,254;3,088;-5,234;-2,6;5,936;-9,868;-2,037;8,541;0,269;4,294;-3,712;-4,709;-7,623;-5,856;-9,419;-8,811;7,727;5,372;5,08;0,844;-2,416;6,498;-8,259;0,056;-3,553;-7,328;1,57;-0,73;0,662;-1,156;-0,169;-6,176;8,672;1,559;-7,559;-4,655;-7,629;7,857;5,912;-4,414;5,849;8,383;-0,666;-0,303;4,667;3,674;1
1,432;2,659;0,656;7,543;1,501;-8,052;-9,073;-7,393;0,702;-9,746;0,716;0,611;2,896;-0,347;-7,34;-3,621;-6,243;2,265;5,258;-8,637;2,169;5,238;-0,511;-3,067;5,437;7,069;-9,611;9,648;1,516;3,411;0,373;-8,38;6,551;-3,939;-0,191;4,179;5,913;-6,255;-2,175;-0,796;3,489;9,463;-6,608;9,643;7,021;7,199;2,864;7,067;-0,702;-6,15;-4,038;0,783;-9,947;-0,448;4,332;-4,839;4,303;-1,72;5,983;0,088;4
-3,047;4,721;4,811;7,636;8,423;1,206;-6,643;8,128;-5,512;-5,623;4,959;0,831;1,19;-4,96;-5,792;-5,944;2,161;-6,999;-6,369;4,727;-5,765;-5,426;3,48;5,209;-1,167;-6,592;-9,651;-7,217;-0,347;9,752;-8,842;-4,667;-2,375;-7,014;-3,471;9,276;9,055;-2,769;-3,886;-4,747;-8,993;3,795;9,35;-8,481;-6,206;-3,683;6,798;-0,349;-4,335;7,747;7,308;-3,745;0,164;-0,696;9,108;8,017;3,382;5,105;-9,241;3,388;2
8,864;6,804;5,327;4,357;2,577;3,739;1,239;-2,498;-9,241;-7,335;8,835;-1,17;5,626;-7,808;5,504;-3,894;8,667;1,491;4,214;1,449;-9,982;-7,349;-7,811;6,007;3,897;-4,579;-0,719;-0,773;-3,417;0,835;-7,998;-4,426;-8,795;6,917;-3,641;2,059;-4,375;5,771;-5,455;8,535;4,953;-4,144;1,996;-6,196;3,575;6,457;-7,671;7,821;-5,849;0,148;5,654;-4,333;1,327;8,254;2,584;5,801;-2,588;3,371;2,277;-8,481;4
-4,35;6,734;0,763;-0,15;7,219;2,558;-7,997;1,907;1,649;3,978;-6,667;5,051;-2,534;-9,324;-2,453;2,561;-2,213;4,217;8,981;2,922;2,831;2,884;3,22;-2,656;4,554;-6,443;8,707;-9,077;-0,125;8,513;0,829;-2,787;8,628;9,668;-4,797;0,143;-2,441;-7,604;-5,366;-3,348;-3,934;5,327;7,42;-2,036;-5,618;3,683;0,455;-7,499;2,341;7,825;7,883;4,101;-3,187;-2,59;-8,682;7,734;7,065;-3,236;-2,83;2,637;5
-8,604;6,106;-6,532;7,998;-0,701;5,885;7,144;-0,067;6,715;-6,338;2,195;-6,665;-5,359;9,678;5,659;-0,535;7,183;-9,761;-7,346;-3,646;-9,715;-7,803;4,086;-0,096;6,606;5,235;-3,45;8,926;0,446;2,391;1,427;2,306;7,98;7,528;5,621;-3,423;-8,657;-3,774;9,889;-3,688;-9,162;-5,075;-0,585;-5,124;-0,549;5,724;2,429;5,022;-1,776;3,964;-8,026;0,163;-2,592;7,522;4,354;1,078;-4,955;-1,628;-3,652;-1,419;3
-5,529;2,014;4,589;6,842;4,567;-7,307;-5,576;0,858;5,792;5,655;-7,945;3,637;-6,707;5,387;9,859;6,029;-4,947;-3,458;-4,428;-7,394;-6,82;-2,084;-1,307;-5,616;-9,353;-1,899;-6,354;0,119;4,907;-7,792;7,189;6,049;-9,806;2,903;-8,509;2,711;5,159;3,068;-7,222;8,796;5,655;-2,719;6,134;1,27;-2,258;9,97;-5,813;-1,787;-0,191;-9,309;-1,093;4,944;-9,809;-4,682;9,752;5,182;-0,923;6,664;-8,412;1,34;4
6,928;2,391;9,375;-5,748;7,607;8,143;0,285;3,428;6,135;3,543;4,152;4,378;4,354;-6,788;-0,469;6,537;-9,011;-1,784;-4,829;3,621;-4,447;-3,072;-9,41;-7,024;8,09;-7,55;8,754;6,381;-0,03;5,586;2,051;-2,523;9,392;7,982;4,907;-1,724;-8,468;6,023;-8,373;2,203;1,019;3,988;9,212;-4,486;5,245;4,459;1,261;1,3;3,546;-7,872;-0,19;-9,594;-0,91;8,269;0,786;8,927;-2,706;6,899;5,739;9,461;1
-7,183;7,676;-9,38;-5,422;0,101;0,133;7,114;-0,546;9,53;-8,144;-5,577;-2,541;-8,55;3,677;3,689;-8,236;-0,108;5,182;-3,446;-7,332;-8,43;6,117;7,516;1,008;5,055;5,649;-7,673;6,926;2,347;3,591;-5,462;-4,398;8,449;5,321;6,629;5,358;-7,564;-3,903;5,281;-6,195;-9,244;1,494;-9,795;-2,413;-7,483;2,742;-8,177;6,692;5,944;8,19;2,873;2,594;8,098;-1,174;-9,247;8,456;-1,178;-3,057;-7,478;-9,053;2
0,444;6,478;2,265;2,927;-1,787;8,751;-4,024;-9,951;7,256;7,683;4,349;9,076;6,612;8,541;-3,269;4,746;-9,899;4,424;3,206;7,029;-2,83;-3,928;6,478;6,204;-9,88;7,535;-0,858;-6,04;6,47;-7,076;9,416;-2,929;-5,631;6,999;1,16;-3,706;9,136;-6,767;7,788;6,911;1,827;6,045;-2,054;6,847;-4,296;-8,765;6,104;4,395;-3,408;-9,783;7,767;-8,101;2,268;-0,021;6,692;-6,803;0,805;1,405;-9,109;-3,939;2
2,174;2,031;8,979;-8,917;3,988;-7,541;1,448;-6,008;-7,432;-9,115;-3,445;8,342;-0,633;7,277;8,324;-5,854;-1,784;3,109;-0,062;-3,636;-7,111;2,289;4,649;0,676;-5,255;-1,289;0,197;3,116;6,552;-7,355;9,275;9,388;4,832;-4,214;-0,831;0,963;6,825;7,574;-1,769;6,546;3,105;-1,505;5,84;4,844;5,372;-3,772;-5,446;3,402;-3,543;8,883;8,52;-0,363;-4,988;6,489;-6,678;1,612;-6,443;3,289;9,608;-4,901;4
-4,782;9,913;2,615;2,665;-6,246;-0,539;9,637;1,936;-9,759;8,366;-1,864;-7,548;4,036;-9,538;3,504;3,612;-5,689;2,096;-5,812;-2,512;5,37;-9,584;8,62;0,167;-9,969;1,073;1,486;1,749;-6,357;7,098;6,649;-8,585;4,228;3,747;-2,961;-5,78;-5,501;-1,906;-8,074;1,567;-5,821;2,239;4,739;6,929;1,034;7,958;-6,405;2,586;-7,892;5,101;-5,351;9,87;-5,286;4,034;-5,154;2,481;8,972;-6,202;7,404;-7,867;4
7,556;7,86;8,282;0,618;3,389;-4,97;0,779;8,298;-9,15;6,561;-6,931;8,022;-9,668;3,044;2,377;-7,215;3,827;1,494;-0,561;7,853;-7,496;-5,996;0,085;8,925;-7,733;0,822;8,507;-0,896;7,667;-3,063;-5,221;-3,686;-5,445;-5,429;-0,443;6,112;0,779;9,29;-9,124;-1,066;6,819;-1,562;1,649;0,132;-3,505;6,352;0,976;-3,321;-1,98;2,353;-8,322;4,772;1,228;2,486;-3,461;4,589;-9,153;-9,023;3,63;-7,908;3
-1,173;-0,446;8,325;-2,465;-1,54;5,609;-9,185;-9,753;-9,673;5,614;-6,212;2,782;-9,092;-5,389;-0,977;-3,183;8,167;-6,542;0,291;6,654;-6,754;2,13;-3,626;-9,986;4,298;7,373;-6,547;-1,034;4,527;5,81;-8,109;4,869;8,347;-8,266;-1,911;-2,811;-9,412;-1,051;9,196;7,599;-1,402;-6,099;-2,2;2,512;5,252;-0,354;-4,049;7,157;2,679;9,678;5,653;-5,853;6,791;4,47;0,528;8,607;4,02;8,302;8,444;-2,547;4
